"filename", "language", "Swift", "JSON", "comment", "blank", "total"
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/App/AppCoordinator.swift", "Swift", 88, 0, 12, 29, 129
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/Assets.xcassets/AccentColor.colorset/Contents.json", "JSON", 0, 11, 0, 1, 12
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 58, 0, 1, 59
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/Assets.xcassets/Contents.json", "JSON", 0, 6, 0, 1, 7
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/Authentication/Auth.swift", "Swift", 39, 0, 1, 9, 49
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/Bridge/XcodeBridge.swift", "Swift", 55, 0, 3, 7, 65
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/Managers/ShorcutManager/AppShortcut.swift", "Swift", 5, 0, 7, 3, 15
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/Managers/ShorcutManager/GlobalShortcut.swift", "Swift", 37, 0, 10, 9, 56
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/Managers/ShorcutManager/ShortcutManager.swift", "Swift", 14, 0, 31, 8, 53
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/Store/UserStore.swift", "Swift", 32, 0, 3, 13, 48
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/UI/Auth/LoginView.swift", "Swift", 104, 0, 0, 13, 117
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/UI/Auth/RegisterView.swift", "Swift", 104, 0, 1, 7, 112
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/UI/Dashboard/Home/HomeWindow.swift", "Swift", 155, 0, 10, 26, 191
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/UI/Dashboard/Home/HomeWindowController.swift", "Swift", 19, 0, 0, 3, 22
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/UI/Dashboard/RecentScreenshots/RecentScreenshotsView.swift", "Swift", 161, 0, 10, 6, 177
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/UI/Dashboard/SavedChats/SavedChatsController.swift", "Swift", 0, 0, 0, 1, 1
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/UI/Dashboard/SavedChats/SavedChatsView.swift", "Swift", 320, 0, 23, 11, 354
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/UI/ScreenshotOverlay/ScreenshotOverlayController.swift", "Swift", 172, 0, 13, 39, 224
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/UI/ScreenshotOverlay/ScreenshotOverlayView.swift", "Swift", 86, 0, 11, 27, 124
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/UI/ScreenshotPreview/DraggableImageView.swift", "Swift", 52, 0, 0, 11, 63
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/UI/ScreenshotPreview/ScreenshotPreviewController.swift", "Swift", 35, 0, 0, 5, 40
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/Utils/KeychainHelper.swift", "Swift", 41, 0, 0, 5, 46
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/Utils/ScreenshotService.swift", "Swift", 43, 0, 6, 8, 57
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/main.swift", "Swift", 4, 0, 0, 2, 6
"/Users/rock/Documents/Projekti/gpt-pro-app/gpt-pro-app/mainSwift.swift", "Swift", 53, 0, 10, 22, 85
"Total", "-", 1619, 75, 151, 267, 2112
